1.377624381172377710e+01,1.859623436788228545e+01,1.627094114856785012e+01,1.691660867603811624e+01,4.877547720238291618e+01,5.396240707290101568e+01,5.201315789591065197e+01,4.513891073651561214e+01,4.806175173927559996e+01,5.016824382066610610e+01,3.207618253113358975e+01,4.661817580707093356e+01,3.062478268940029125e+01,5.137210649173528765e+01,3.309440441979613468e+01,4.297770271002641351e+01,4.160167027831194986e+01,4.883124754086306751e+01,3.830614937966554123e+01,3.496140464582862251e+01,4.352614369857031562e+01,3.722648167453220225e+01,4.800580040088890854e+01,5.031347421656445817e+01,2.952796844717251190e+01,2.178203980096663983e+01,2.525994540016790069e+01,3.018261092357033704e+01,3.796012210917773899e+01,3.751534944829949580e+01,3.347475888584524029e+01,4.312949219827492442e+01,4.282361459460251751e+01,4.768470473667407106e+01,1.858093553379217155e+01,4.564226682466674134e+01,3.657032720400648884e+01,5.463467400479958513e+01,1.907029857885109081e+01,2.806179418729233177e+01,3.433991320130390079e+01,2.570791035200096175e+01,2.959576286221693309e+01,4.382911438604300969e+01,3.708086222242826580e+01,5.118869431732218089e+01,3.865952116784895765e+01,4.012923188073504122e+01,5.734426740547882417e+01,4.488587572658687463e+01,2.485832478944770330e+01,4.307554747927484584e+01,2.236203599147214760e+01,3.896996748324179549e+01,4.422198468005021255e+01,4.610557031512072257e+01,4.279835095026012937e+01,4.518988318198287857e+01,4.373331086844336824e+01,5.356917819976323614e+01,5.587062652825378706e+01,5.254384614995282021e+01,3.064542601466781591e+01,4.429105692797855198e+01,3.523919168121216217e+01,4.518829839585404073e+01,3.241468132655542433e+01,3.842053775537525695e+01,5.077872412528844137e+01,5.639325371426384947e+01,5.328517210120165259e+01,6.094700542928052300e+01,5.940494021835119298e+01,5.795104952236258100e+01,5.847879449161329291e+01,5.060814240419132659e+01,6.175114436489600678e+01,5.393455551120653979e+01,6.054229821562841352e+01,6.063523464937591001e+01,5.468398223153133841e+01,3.148395018597847894e+01,5.445150510243750830e+01,5.406432444283829142e+01,5.143982941234882844e+01,3.648415783317561534e+01,5.626716372007462041e+01,4.700503341622625442e+01,3.407953014273491021e+01,2.924959587757924950e+01,2.143972098373519231e+01
1.859623436788228545e+01,1.686651510605626925e+01,1.993750967924968975e+01,2.008518249521583954e+01,5.036032694559613532e+01,5.145535459787235055e+01,4.747957141089494115e+01,3.891214008401682634e+01,4.283137701806659692e+01,4.646380461899811110e+01,4.061093554220451551e+01,4.375852897653694384e+01,3.963241511671241568e+01,4.968296230081855214e+01,2.950445655151473545e+01,4.576828715286397653e+01,4.606574780246977241e+01,5.114507185976867021e+01,4.443824088044446796e+01,4.321721671524947084e+01,3.824891885466113450e+01,3.307737314135094664e+01,4.847992947099928784e+01,4.808914073253796317e+01,2.469940304685704646e+01,1.538795252338058184e+01,3.412740594606601974e+01,2.222872438461857314e+01,4.074627032895263312e+01,3.517293527061705305e+01,3.418504736674164945e+01,4.217233913988796701e+01,4.469083987091470078e+01,4.438687438930946172e+01,1.528262818750534358e+01,3.640456911804147211e+01,3.332899362669849808e+01,4.924437914812187955e+01,2.438274425109419141e+01,3.225826166546686125e+01,4.118333723694178872e+01,2.517233829391000910e+01,2.562733890353110411e+01,4.804453975816732481e+01,4.091507364329106622e+01,4.475421511116703499e+01,3.036348786166518821e+01,3.056786935797455840e+01,5.005014086884145286e+01,3.632771011183803012e+01,2.283441010407716831e+01,3.401780975206897750e+01,2.456384380918666821e+01,3.309463635757346367e+01,3.860670112314437574e+01,4.157393975533697272e+01,3.520263531598572371e+01,3.615653531339237503e+01,3.577029897549872572e+01,4.459764942714298996e+01,4.967116832237904589e+01,4.526232851160391846e+01,3.071133105132759766e+01,3.615026652328621992e+01,2.783276062009748131e+01,4.809310526144502518e+01,2.288822233163612907e+01,3.212012489098545842e+01,4.262803013727860701e+01,4.812378397712445377e+01,5.069670901121224915e+01,5.404021982921034351e+01,5.200330960229551636e+01,5.195514664054515919e+01,5.205067566296618509e+01,4.290369992344088956e+01,5.934501468877837738e+01,4.838471258663178531e+01,5.611969515707477996e+01,5.741152351153336753e+01,5.287256415976347768e+01,2.464908400401113653e+01,5.607166951835939983e+01,5.496952355186154193e+01,5.181638273290396768e+01,3.680297390763568188e+01,5.470397588336231820e+01,4.237397724367625784e+01,3.698288252555500577e+01,3.259093802876043355e+01,2.125144450022347442e+01
1.627094114856784302e+01,1.993750967924968975e+01,1.573295592009103316e+01,2.171403788888671116e+01,4.397116821424333466e+01,4.885117848593055356e+01,4.685629180555306306e+01,3.999583168225468910e+01,4.377946759511046082e+01,4.609294305226701027e+01,3.384106346540279020e+01,4.285203199369807692e+01,3.362519960227173499e+01,4.703682612755535075e+01,2.773471143390482041e+01,3.999011998852490990e+01,3.862173537165217141e+01,4.462206203109569458e+01,3.562629463421173170e+01,3.672460172857942240e+01,3.798297711533454191e+01,3.178501207330736378e+01,4.280725604547867391e+01,4.465486492136857777e+01,3.300815042551009526e+01,2.357997990420031797e+01,2.886349166056485060e+01,3.132786552828731175e+01,3.338443419657683364e+01,3.200960825211087979e+01,2.844248965771778970e+01,3.766348878472363992e+01,3.793624643253563278e+01,4.200497833196446607e+01,2.251515428289838638e+01,4.501303156368320657e+01,4.091707707047032727e+01,5.259155403203912016e+01,1.704430429263129554e+01,2.414588622605923618e+01,3.170197377205551348e+01,2.098492676966086279e+01,2.444790139886600144e+01,3.988588611480113144e+01,3.278312201765763945e+01,5.356656329051170218e+01,3.382716075280529822e+01,3.823416631095900442e+01,5.747754520793901634e+01,4.525909570834493678e+01,2.946594997159184715e+01,4.222960774979650012e+01,2.776517239119324287e+01,4.191680898412039369e+01,4.722063375751410774e+01,4.235283645245048945e+01,3.862808375135504946e+01,4.249583445432909201e+01,4.541090033994097297e+01,5.178766222946131847e+01,5.344938494605791846e+01,5.358290624155107196e+01,3.573979812148979818e+01,4.042258118146916956e+01,3.027482473940746033e+01,4.792695632366255865e+01,3.089018373661056316e+01,4.108685445567288497e+01,5.211008276590989396e+01,5.366835621153913394e+01,5.236578183330493630e+01,5.851039231947935804e+01,5.724726949035145651e+01,5.980399365855338800e+01,5.612858614957721670e+01,4.728787927647847056e+01,6.455106361663679593e+01,5.667719314968767463e+01,6.247021092527855046e+01,6.069267006358538907e+01,5.398773932922819796e+01,3.369571106702225194e+01,5.940453961290501184e+01,5.842502561692583640e+01,5.525197327949270942e+01,4.150606452689692105e+01,5.906545508817335133e+01,5.047559996210689093e+01,3.917947552724895388e+01,3.437384011757133351e+01,2.653544540408431018e+01
1.691660867603811269e+01,2.008518249521583598e+01,2.171403788888671116e+01,1.018337995096933390e+01,5.656302068664049187e+01,6.048642207206067667e+01,5.990658825572837287e+01,5.366752802620457885e+01,5.543013682585618085e+01,5.586352216074805455e+01,2.953238553346728068e+01,5.135785102516760503e+01,2.533396794776849603e+01,5.616057415296113220e+01,4.253010523308819302e+01,4.579503471014980676e+01,4.446526827053526176e+01,5.421293560281675639e+01,4.144323784751987461e+01,3.113460663762665703e+01,5.263396958816312576e+01,4.645973490150439744e+01,5.644144178349404939e+01,5.862560800742451761e+01,2.505277750845140972e+01,2.289897711406010217e+01,1.981774707177300243e+01,3.125447855418746812e+01,4.632019556019270823e+01,4.682347239461812904e+01,4.265118014125647505e+01,5.219476928346075795e+01,5.138275202150554577e+01,5.668004688224553433e+01,1.508421732943101823e+01,4.686866179776522756e+01,2.855322389985049369e+01,5.447460050631416806e+01,2.524221792055285363e+01,3.505889933942793135e+01,3.787964962795432200e+01,3.515866457400769463e+01,3.881837325369363612e+01,4.994536963228080850e+01,4.466774895035027271e+01,4.886276591943762782e+01,4.572590586673966584e+01,4.338290258456384407e+01,5.699941001891556169e+01,4.464990616310441141e+01,1.738306638682622207e+01,4.520116920907753411e+01,1.203066594680015911e+01,3.529086516966518872e+01,3.979398573263411265e+01,5.225395399412329311e+01,4.967341724111490464e+01,4.955436428728759779e+01,4.180317077287199368e+01,5.591618466442555047e+01,5.740072463430678340e+01,5.130214578323760577e+01,2.052865220622045683e+01,5.040350224219302788e+01,4.294172631667790796e+01,3.743562579798857826e+01,3.572079024525987734e+01,3.596807010475887978e+01,4.890557704851445209e+01,5.989819477765568934e+01,4.886086773159065899e+01,6.232397202256540680e+01,6.135327525398960091e+01,5.677152612564723455e+01,5.996800879302091403e+01,5.608084690644025017e+01,5.727178892093119345e+01,5.006550129736413624e+01,5.881603940771073979e+01,5.676352121421337671e+01,4.900690103991167490e+01,3.013156648904662305e+01,4.498431725110535240e+01,4.518898842451379494e+01,4.266865477127792872e+01,2.642392187216185917e+01,4.860163849359499011e+01,4.066971704771781759e+01,2.428788102167271745e+01,1.905279571024237484e+01,1.264142428038268129e+01
4.877547720238290907e+01,5.036032694559613532e+01,4.397116821424333466e+01,5.656302068664047766e+01,4.909903297792656218e+00,9.529608678217977413e+00,1.244170077898410653e+01,2.182596013088853226e+01,1.893894080543037006e+01,1.718636389073571991e+01,4.045812727034822132e+01,2.116670451308788614e+01,4.488293484390143107e+01,1.280216681394035128e+01,3.101480967994995197e+01,2.030812978953124670e+01,1.877367479594770572e+01,8.930566542290716114e+00,1.948994748639474750e+01,4.085315091817711419e+01,2.256084610588261796e+01,2.859870831769640986e+01,9.172947255049104243e+00,1.032029783373429943e+01,6.795098874897479391e+01,5.618609202857695095e+01,4.833972685929412449e+01,5.567877687833075839e+01,1.329289960705870755e+01,2.642013163641849971e+01,2.272763733826571908e+01,1.925951941517396904e+01,1.188913354707520043e+01,1.747739572604642078e+01,6.094288766742025132e+01,5.023428940777686336e+01,7.797888740299181620e+01,4.942748395856347798e+01,3.658662513813351325e+01,2.443039684385937704e+01,2.118531591918092971e+01,3.283568031574926493e+01,3.426698363156704374e+01,9.278892156542625003e+00,1.344721624209383748e+01,6.725828465776282883e+01,3.139257970105277451e+01,4.321574795443360983e+01,5.730719196388945846e+01,5.474382932702097548e+01,6.877951570367629586e+01,4.870726283380694355e+01,6.315690074392398401e+01,7.174705767976641368e+01,7.581375074010941262e+01,2.314437509322024056e+01,3.076363766871763161e+01,4.132859554721167683e+01,5.965399391120119788e+01,5.068894153372161071e+01,4.888684551584734805e+01,6.098674240633454957e+01,7.015154505519582528e+01,3.567010509769722404e+01,3.302590328329994662e+01,5.408098182955793476e+01,4.468766498893511852e+01,6.721316607994711489e+01,5.892651081472217101e+01,5.065893615763892655e+01,5.383573878019056735e+01,5.324723148888477908e+01,5.304406373045677725e+01,6.344931397315165356e+01,5.100552369818255016e+01,4.354031633231125653e+01,7.456609978106180847e+01,7.419295185830500827e+01,6.518068372722881065e+01,6.346616923263017895e+01,5.802941753035131001e+01,6.191686222475765078e+01,7.791978267052404306e+01,7.664103981328572956e+01,7.496407574299175280e+01,7.187931174858266559e+01,7.725693447071647313e+01,8.063017714720039919e+01,5.977449026396335086e+01,6.030660573396431801e+01,6.579243833637148953e+01
5.396240707290102279e+01,5.145535459787235055e+01,4.885117848593055356e+01,6.048642207206066246e+01,9.529608678217977413e+00,3.211961833849022785e+00,7.383965064002128820e+00,1.829000252317959152e+01,1.306865235032693917e+01,9.552485794196806879e+00,4.098852561435201380e+01,1.528482835188528099e+01,4.507845659932321780e+01,6.891851434170294333e+00,3.309437177298774913e+01,1.837826674099204638e+01,1.840425224664854653e+01,9.038057988163545886e+00,2.129273799164844760e+01,4.005862308199164090e+01,2.134019728412296857e+01,2.854329782329655885e+01,1.271925317676053346e+01,1.149426858852062949e+01,6.485828720870190978e+01,5.378173855226511790e+01,4.978616082053843428e+01,5.154686380663000733e+01,2.114817642699867761e+01,3.027294496530776158e+01,3.026946826754648612e+01,2.380682803638886824e+01,1.805031704281750393e+01,1.931462082237220557e+01,6.126862702998102606e+01,4.536177594416681558e+01,7.513092133252420979e+01,4.279315016959609608e+01,4.340734606240243210e+01,3.202097471584323785e+01,2.518840173098169188e+01,3.911246844784773913e+01,3.533741103285415619e+01,1.413142520348596065e+01,2.133397475701911361e+01,6.119065231387428128e+01,2.762222002925377851e+01,3.871836924392003709e+01,5.079510058403986505e+01,4.994267459488069960e+01,6.932820316902898128e+01,4.397650220486627859e+01,6.675029844846298488e+01,6.744685790443514861e+01,7.109094652777088186e+01,1.573814804796444200e+01,2.567728452314635490e+01,3.625092249526807819e+01,5.487444204093388578e+01,4.548163259716542228e+01,4.227041784738276675e+01,5.540787005392388664e+01,7.025318160106873222e+01,3.041858265652223281e+01,3.004589679004571323e+01,5.181358662708915119e+01,4.052876129058161325e+01,6.277944762246318078e+01,5.385776914231803403e+01,4.498276292173108004e+01,4.748793306228352407e+01,4.663694045888932749e+01,4.651835668901650678e+01,5.692726443150744586e+01,4.437905945201074331e+01,3.750556503011417675e+01,6.838611577542597786e+01,6.768389873884279950e+01,5.855205633717408631e+01,5.683790628578520199e+01,5.180201245826565781e+01,5.781388410892755303e+01,7.583678540951936498e+01,7.462488306669138183e+01,7.271589452874724202e+01,7.163166094082114910e+01,7.282432579291814534e+01,7.572948808297253720e+01,5.933418781484046889e+01,6.051869792346516164e+01,6.934962393776551437e+01
5.201315789591065197e+01,4.747957141089494115e+01,4.685629180555307016e+01,5.990658825572837287e+01,1.244170077898410653e+01,7.383965064002128820e+00,3.892080714962894650e+00,1.202148649425803306e+01,7.848326349708079519e+00,8.926002427410756113e+00,4.241001251757172952e+01,1.452874498213184573e+01,4.557976423080900474e+01,1.110511033942237269e+01,2.686571782214403115e+01,2.149119056825871610e+01,2.299639066486844641e+01,1.519056984640896424e+01,2.652226796278056398e+01,4.042310675892517935e+01,1.535301045875775294e+01,2.245557633705760381e+01,1.302068424599886676e+01,1.045428363790974302e+01,5.818922634629083745e+01,4.709338890117057730e+01,5.103637205765843987e+01,4.487895280488711336e+01,2.244258253986799900e+01,2.509868371959567668e+01,2.927105351920598864e+01,2.170053438410321434e+01,1.820986394440453537e+01,1.626752007126462374e+01,5.450773835166998538e+01,3.899564333035619512e+01,6.855351872452243356e+01,3.823330298099959634e+01,4.375797511092734737e+01,3.403242073084356889e+01,3.044816784093204021e+01,3.509451196579805554e+01,2.898870638314497228e+01,1.951191404120623574e+01,2.381756447454403158e+01,5.599837192831628130e+01,2.087779990025649113e+01,3.218537196525468858e+01,4.603147035030528400e+01,4.355200715378152410e+01,6.367405241375193725e+01,3.755204377690900230e+01,6.681679297555452024e+01,6.093477396990767403e+01,6.484832942669980582e+01,1.237230451543991272e+01,1.949800862243810684e+01,3.002740040384403031e+01,4.846056898348347630e+01,3.935280007798809976e+01,3.767963487600944461e+01,4.970580236015806008e+01,6.945955325845163486e+01,2.420865093954931879e+01,2.330425019022332833e+01,5.011077406387359900e+01,3.385220744115363800e+01,5.626470137390703030e+01,4.761021478679270302e+01,3.929916840457592286e+01,4.334570433760480768e+01,4.203682162050622395e+01,4.180445167546130136e+01,5.220722093738257286e+01,3.979982058534577760e+01,3.215034587163179225e+01,6.381179809744246256e+01,6.290505333130930410e+01,5.397434130127149388e+01,5.227334538142611819e+01,4.733795257463528117e+01,5.114785911720703382e+01,7.415374534396947581e+01,7.258487695577176169e+01,7.060370206083656797e+01,7.131413144282363703e+01,6.836596714532898034e+01,6.960735860127810781e+01,5.946914342055360692e+01,6.083610854387504219e+01,6.463156034575621334e+01
4.513891073651560504e+01,3.891214008401681212e+01,3.999583168225468910e+01,5.366752802620457885e+01,2.182596013088853226e+01,1.829000252317959152e+01,1.202148649425803306e+01,7.291430113925470025e+00,9.750562650971570378e+00,1.583781505263752365e+01,4.334192905567677911e+01,1.714109237713355327e+01,4.639252346038430375e+01,2.051976145494958814e+01,1.804435809043290817e+01,2.571324793647977458e+01,2.784314676986728188e+01,2.504136943247682012e+01,3.142877651334843492e+01,4.110699418469667421e+01,1.017059641125670311e+01,1.514886983035972001e+01,1.981717554488028199e+01,1.630749944597550893e+01,4.859073877718454781e+01,3.709875155295090110e+01,5.192533873246402010e+01,3.537235501971392893e+01,2.765433785218101903e+01,1.916928311932278817e+01,2.587318327033040788e+01,1.973228161717225149e+01,2.370437310828869926e+01,1.534266733758210677e+01,4.390813025813613990e+01,2.976984908608662650e+01,5.901954403407377470e+01,3.164317534303607360e+01,3.939730729624020000e+01,3.520243346066776979e+01,3.512058702668564791e+01,2.664814411545826900e+01,1.976215463816161844e+01,2.838019137314476836e+01,3.119867112308729418e+01,4.768561128708551422e+01,1.104041075749103484e+01,2.282656863790407087e+01,3.853895017286463087e+01,3.429299056191852202e+01,5.333769454404239951e+01,2.826760465633498853e+01,5.961096973402789700e+01,5.154829536490257169e+01,5.560138154607479777e+01,1.276245785070650030e+01,1.141749819281932332e+01,2.089233056100363228e+01,3.919083046796097136e+01,3.025898109419129867e+01,3.104660046416944041e+01,4.090703274088712504e+01,6.306278584852294955e+01,1.524218856610323414e+01,1.350054075676915311e+01,4.621002144571076542e+01,2.428236232384638171e+01,4.688795687601917450e+01,3.847326307234985165e+01,3.045213929813735021e+01,3.710898898066492535e+01,3.529921727344731863e+01,3.463589320190776277e+01,4.501011971115149635e+01,3.316963407556763599e+01,2.376334994266280276e+01,5.714699220653824341e+01,5.530944028319389361e+01,4.730494053673626098e+01,4.568580819168506935e+01,4.082404475749688544e+01,4.164730733254385342e+01,6.990847763599552422e+01,6.782980492785844717e+01,6.549303738570183953e+01,6.654813084345383345e+01,6.113693909806213611e+01,6.048687140583287203e+01,5.846308883598083384e+01,6.027291697762169775e+01,5.413986455692746347e+01
4.806175173927559996e+01,4.283137701806658981e+01,4.377946759511047503e+01,5.543013682585619506e+01,1.893894080543037006e+01,1.306865235032693917e+01,7.848326349708079519e+00,9.750562650971570378e+00,4.499022960239246416e+00,8.306046731397493943e+00,3.743223600544838803e+01,1.029851681905764416e+01,4.041447104544803892e+01,1.352269039033282105e+01,2.512246916590571288e+01,1.885113162228100947e+01,2.098524229555241050e+01,1.898692010743717162e+01,2.481574696166907401e+01,3.521491515494967928e+01,1.557466784837253293e+01,2.200884534639857648e+01,1.929048843494061671e+01,1.629269632264186285e+01,5.271825069274215281e+01,4.169787735581376609e+01,4.593619085823531378e+01,3.940138917890415371e+01,2.849234707475488548e+01,2.549958661958590156e+01,3.200068715092414351e+01,2.471532989501232080e+01,2.444096437093733343e+01,1.974767341554949596e+01,4.941858565136588766e+01,3.293402988433352618e+01,6.308119099676392949e+01,3.149012105182439214e+01,4.294609771955934718e+01,3.711089002783663204e+01,2.915401587931007654e+01,3.368859643954674254e+01,2.657361615415352674e+01,2.391579986115071321e+01,2.977087895525620809e+01,4.946671211442212268e+01,1.606556218428142913e+01,2.643888102691596131e+01,3.930083890605259000e+01,3.755346121926592673e+01,5.846817211060812980e+01,3.160872758933022553e+01,6.190921176895977140e+01,5.517317739455411640e+01,5.886032753933579187e+01,6.559211828277912382e+00,1.342867900664663594e+01,2.385397699568742880e+01,4.245688750503762066e+01,3.311051039005579355e+01,3.093053399665533831e+01,4.335124627898984784e+01,6.434632899984256937e+01,1.795897353494559923e+01,1.967196888373802111e+01,4.403724146825628338e+01,2.842696708149309259e+01,5.046968689088086535e+01,4.145056717793750067e+01,3.282602630056869941e+01,3.668616864867903615e+01,3.528667988443088888e+01,3.503862475825187062e+01,4.544176968939908079e+01,3.305293330834006582e+01,2.554728202828566808e+01,5.706626263448140435e+01,5.618911068672409215e+01,4.722834751074724835e+01,4.552905089136527295e+01,4.061148136686480825e+01,4.565665554887963395e+01,6.813909569118831655e+01,6.656472364296540434e+01,6.458163417422048269e+01,6.607863920249350542e+01,6.181856682715041273e+01,6.353691681635685029e+01,5.419956486043669486e+01,5.566671161394813083e+01,5.959596459861374740e+01
5.016824382066609900e+01,4.646380461899811820e+01,4.609294305226701027e+01,5.586352216074806165e+01,1.718636389073571991e+01,9.552485794196806879e+00,8.926002427410756113e+00,1.583781505263752365e+01,8.306046731397493943e+00,4.559213393144381676e+00,3.485933682192204230e+01,7.296222850268287985e+00,3.814435179508831908e+01,7.347058342329086500e+00,3.197495179754578132e+01,1.421892469437255180e+01,1.576009974375171119e+01,1.244821508826967715e+01,1.946011979700229233e+01,3.302245931788689148e+01,2.199387917561026384e+01,2.867615321156701924e+01,1.978617715082745931e+01,1.767201272484228980e+01,5.861972036838460554e+01,4.766567691283284347e+01,4.354212825513007346e+01,4.529674976039709122e+01,2.739266856096919156e+01,3.189637087597312970e+01,3.554612386046305517e+01,2.916904339949526914e+01,2.503515673337593128e+01,2.416357128510530572e+01,5.550979184783681575e+01,3.772991759321870830e+01,6.875521992515827208e+01,3.391902274503706138e+01,4.326797743069260349e+01,3.490722610232889878e+01,2.389651868761272269e+01,4.012392071532442372e+01,3.336091011885214641e+01,1.772179035276570147e+01,2.605143539381918671e+01,5.248012903411949992e+01,2.234781565372927403e+01,3.186966956599712475e+01,4.194758020223534345e+01,4.239369085948621318e+01,6.305993196222923558e+01,3.659015926354847892e+01,6.118077395836830590e+01,6.042593082017715744e+01,6.345858705198155292e+01,7.116317895236626612e+00,1.845858019492493796e+01,2.843025494067351744e+01,4.733070743479822795e+01,3.740325979676296697e+01,3.340391333590631007e+01,4.701198959054406146e+01,6.312770581082805421e+01,2.261744937373327602e+01,2.621093000107940441e+01,4.367790180402510458e+01,3.437605825259953463e+01,5.563502096067249170e+01,4.595464843919991438e+01,3.650072965460266516e+01,3.852033030132694336e+01,3.777203760054511861e+01,3.766984885914525449e+01,4.807946655643539913e+01,3.551111934650420920e+01,2.886890302050479917e+01,5.951816087796706256e+01,5.883621089515158786e+01,4.968389758037565684e+01,4.796775885218209368e+01,4.291814860067980675e+01,5.147148721328532162e+01,6.780207420723533573e+01,6.658757154908985854e+01,6.468167987626976867e+01,6.444961210731332812e+01,6.428518985639810523e+01,6.784500927053065311e+01,5.211871581993406011e+01,5.343948943830027787e+01,6.377989193199833551e+01
