id,tG2_LSUB,tG2_LCA,tG2_LDG
100206,0.5825702358880531,0.1685595558879885,-0.1851346860532728
100307,0.7628358814987883,-0.035992545782906823,-0.586732601093928
100408,0.14523619583120762,0.610358258581525,0.011799640563344076
100610,0.539489330543552,0.33658433296824863,0.47524801882710355
101006,0.7294225141177089,0.449561211840936,0.3360614659664213
101107,0.4272351752167563,0.4583326233575449,0.10056099133752083
101309,-0.26703078153589954,0.14543259661074845,-0.49206077854528363
101915,0.4795542414211538,-0.1555396988408531,-0.6103048276032932
102008,0.6253745476441283,-0.605940520228667,0.6433759354878383
102311,0.059753818883471234,-0.37094882948166147,0.2985873013600225
102513,0.7544294351608117,0.010098612705014842,0.35101122613533864
102816,0.7440899305556075,0.383628307940296,-0.32714025208091435
103414,0.7996684662682755,0.3038831726365403,-0.348099205088541
103515,0.31015472989307513,0.15137043173778347,-0.5855621631337644
103818,0.5631381834618227,-0.03526927452808716,-0.05044149853934642
104012,0.6495992416575286,0.46672534559414974,0.08752866082598698
104416,0.05312445228494855,0.4741871142492201,0.5534579834656286
104820,0.8673218166045394,0.5390671328889383,0.03440935695858103
105014,0.32498029195945505,-0.142648549167406,-0.7586351185240985
105115,0.44749005215407167,0.35099603923112593,-0.02346886100908642
105216,0.554515565564363,-0.11238365460848644,0.5574011702862302
105923,0.44715608614903807,-0.4778460098387797,0.23502002328250732
106016,0.14286533893920433,0.7465484072760695,-0.4576320646632307
106319,0.778280139634355,0.4210625059219596,0.07549294906402547
106521,0.8410041049413843,0.4538366009842852,0.3332872256018567
107018,0.8240011899375704,0.11105385534175174,-0.8354282370163117
107321,0.5076052103847815,0.5614729064427243,-0.11563434777635213
107725,0.4800382653728018,-0.35787538064011587,0.36321142194274036
108222,0.8805863737526682,-0.24171564702660842,0.2752918303196581
108323,0.8340194576077911,-0.22397451042563804,0.13189114111501618
108525,0.013877965938661446,0.02929609673721296,-0.04846259975730477
108828,-0.19031750587448798,-0.23095106865494977,-0.3608709352129024
109123,0.33656089657403765,-0.04966074448853498,-0.4342462838090758
109830,0.49132508594904245,-0.02893702366435571,-0.15936463416138902
110007,0.5049713270683929,0.21508561265771514,0.0024115954048701494
110411,0.788213849403918,0.7306942741381532,-0.19860897405477057
111009,0.702193071522776,0.4691051413006611,-0.4418123567859065
111413,0.7867987337303297,0.5208636022278808,-0.34811812225865935
112314,0.495209324295377,0.15433687590097211,0.3866573718517681
112516,0.7778831202002185,0.16870854823613257,0.3545430592812433
112920,0.017770555440212613,0.4177783813039185,-0.26531318123636205
113215,0.7126793400495408,-0.03863958788250021,0.35360725269064364
113619,0.7389856629051055,-0.17932617444126212,-0.2214016392057797
113922,0.9168486930874193,0.22438061788363295,-0.401197417880267
114217,0.6233918805613059,-0.5206648038344913,0.14079588968719423
114318,0.8854953425207684,0.4169257463384315,0.6738939971351903
114419,0.02068936792823005,0.17858897100729032,0.22683456896298304
114621,0.4632268950002708,0.2032414437289739,0.7680904021016439
114823,0.41129831299302044,-0.3537572999100571,0.5693317697941611
115017,0.5275042950190274,0.15852684363862096,-0.7575742826522879
115219,0.7886527885044256,0.4459509673220958,-0.02992134963081408
115320,0.6694464474340363,0.40947270205262515,0.28744858319876987
115825,0.21714604193720907,0.14480267918871167,-0.09532680032111562
116524,0.3782419840117718,-0.11048041034375033,-0.5068030565472496
116726,0.05817743929966815,-0.08011039898934888,-0.4880226552823552
117122,0.9013486373448267,0.32124059976639996,-0.49909488046649647
117324,0.8370250744141922,0.21708810516793742,-0.19989913745441687
117930,0.8164791017016795,0.13112933412311673,-0.47543064288733394
118023,0.6229091633033759,0.45239879808367317,0.29418178157769115
118124,0.5582823873907017,0.5546712093472543,-0.07531697445075586
118225,0.5273488088945386,0.3741570512674918,-0.5502711926390764
118528,0.7929418443617912,-0.1765774201532706,0.4545408041731444
118730,0.376974076764841,0.19990719004893576,-0.5394425245738262
118932,0.060405751224900765,-0.004252141341115793,-0.3721933857562655
119126,0.08988533189264732,0.2900452674085574,0.10826193013555
119732,0.32721814167666397,-0.3894190963193578,0.6469419542039776
119833,0.83750779252589,-0.0907324563103549,-0.21083545328328293
120111,0.590546786225552,0.6098546375945296,-0.52824739192871
120212,0.8408038181432443,-0.10057220640563991,-0.23565685580700196
120515,0.2750733009198545,0.5354871671321287,-0.37265386118644994
121416,0.46638771214412744,0.2539850954721941,0.44140212906266274
121921,0.6897786348159549,-0.049786749588291525,0.2884447496468167
122317,0.12472638833220573,0.05088754622321999,-0.3207355746321394
122822,0.36491707221319736,0.1407604507033966,0.6709072212616657
123420,0.8309073564079007,-0.1939875127135705,0.34675747814415325
123521,0.868762401737553,0.34656832178785774,0.4654134788345707
123824,0.16717111046018565,-0.31685069139110245,0.12629359653109185
123925,0.858997314790207,-0.013391607124055358,-0.16733612300820097
124624,-0.09464454830907787,0.4706233460326881,0.13111529787610132
124826,0.19284650104183104,0.491504024227325,-0.4242561034043193
125525,0.7009235616042551,0.1155726726633035,-0.3728263312885238
126325,0.6054260307419876,0.3109919233132114,0.6630775029464127
126628,0.6279619056426915,0.15776191142517015,0.6601220180002279
127327,0.7263622613802967,0.4268744073358856,-0.5464987848048346
127630,0.8236432369232689,-0.25433350646651476,0.15139102558814016
127933,0.8461297350214136,0.5215163635388388,0.3298583267921524
128026,-0.3035675000274777,0.3429082914287498,0.4793161714020539
128127,0.3279520016963231,0.1730565070952218,0.46468828321882377
128632,0.6532362658398067,-0.3923896180467337,0.39008668361907217
129028,0.6227578260070044,0.2603212662139127,-0.5760116328311871
129129,0.4078566513036421,-0.4157209259294954,-0.2860563115208971
129331,-0.5547234102190781,0.4992829484880422,-0.05745578904438084
129634,0.7584746210782498,0.4051685300392428,-0.7763615372518566
130013,0.8618417112306097,0.5073203374796842,-0.08315899831737955
130316,0.2128331783583401,0.11059820811646015,0.37937930442459084
